,MovieID,Title,Genres,NumRatings,AvgRating
2492,2696,"Dinner Game, The (Le Dîner de cons) (1998)",Comedy,81,3.691358024691358
417,431,Carlito's Way (1993),Multiple,369,3.6910569105691056
2197,2390,Little Voice (1998),Comedy,330,3.690909090909091
3440,3682,Magnum Force (1973),Western,210,3.6904761904761907
1581,1729,Jackie Brown (1997),Multiple,724,3.6892265193370166
2213,2406,Romancing the Stone (1984),Multiple,1345,3.6892193308550185
1990,2171,"Next Stop, Wonderland (1998)",Multiple,196,3.688775510204082
2659,2866,"Buddy Holly Story, The (1978)",Drama,199,3.6884422110552766
964,1029,Dumbo (1941),Multiple,568,3.688380281690141
1933,2114,"Outsiders, The (1983)",Drama,256,3.6875
3043,3267,"Mariachi, El (1992)",Multiple,483,3.6873706004140785
2160,2353,Enemy of the State (1998),Multiple,988,3.687246963562753
1029,1101,Top Gun (1986),Multiple,1010,3.6861386138613863
1814,1994,Poltergeist (1982),Multiple,795,3.6842767295597483
757,803,Walking and Talking (1996),Romance,57,3.6842105263157894
1050,1127,"Abyss, The (1989)",Multiple,1715,3.6839650145772596
2934,3150,"War Zone, The (1999)",Drama,60,3.683333333333333
3339,3576,"Hidden, The (1987)",Multiple,284,3.683098591549296
1785,1965,Repo Man (1984),Multiple,751,3.6830892143808254
2708,2916,Total Recall (1990),Multiple,1996,3.682364729458918
3129,3358,Defending Your Life (1991),Multiple,446,3.681614349775785
3622,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,692,3.680635838150289
3279,3512,Return to Me (2000),Multiple,454,3.6806167400881056
3186,3418,Thelma & Louise (1991),Multiple,1417,3.6803105151729003
649,671,Mystery Science Theater 3000: The Movie (1996),Multiple,456,3.6798245614035086
2775,2987,Who Framed Roger Rabbit? (1988),Multiple,1799,3.6798221234018897
3031,3255,"League of Their Own, A (1992)",Multiple,1099,3.6797088262056414
2704,2912,"Limey, The (1999)",Multiple,474,3.679324894514768
920,982,Picnic (1955),Drama,81,3.6790123456790123
2983,3203,Dead Calm (1989),Thriller,497,3.6780684104627768
332,342,Muriel's Wedding (1994),Multiple,518,3.6776061776061777
1934,2115,Indiana Jones and the Temple of Doom (1984),Multiple,1127,3.676131322094055
856,917,"Little Princess, The (1939)",Multiple,77,3.675324675324675
495,509,"Piano, The (1993)",Multiple,608,3.674342105263158
3461,3703,Mad Max 2 (a.k.a. The Road Warrior) (1981),Multiple,1034,3.6740812379110253
3246,3479,Ladyhawke (1985),Multiple,542,3.6734317343173433
907,968,Night of the Living Dead (1968),Multiple,715,3.6713286713286712
1849,2029,Billy's Hollywood Screen Kiss (1997),Multiple,76,3.6710526315789473
1245,1343,Cape Fear (1991),Thriller,687,3.671033478893741
200,206,Unzipped (1995),Documentary,82,3.6707317073170733
2885,3101,Fatal Attraction (1987),Thriller,802,3.669576059850374
3627,3873,Cat Ballou (1965),Multiple,280,3.6678571428571427
3017,3241,"Cup, The (Phörpa) (1999)",Comedy,57,3.6666666666666665
3008,3230,"Odessa File, The (1974)",Thriller,78,3.6666666666666665
1892,2073,Fandango (1985),Comedy,66,3.6666666666666665
3478,3720,Sunshine (1999),Drama,87,3.6666666666666665
3703,3950,Tigerland (2000),Drama,54,3.6666666666666665
3228,3461,Lord of the Flies (1963),Multiple,353,3.6657223796033995
2483,2687,Tarzan (1999),Multiple,442,3.665158371040724
3305,3538,East is East (1999),Comedy,176,3.664772727272727
290,299,Priest (1994),Drama,143,3.664335664335664
3460,3702,Mad Max (1979),Multiple,1066,3.6641651031894935
1997,2178,Frenzy (1972),Thriller,95,3.663157894736842
2469,2671,Notting Hill (1999),Multiple,780,3.6628205128205127
435,449,Fear of a Black Hat (1993),Comedy,71,3.6619718309859155
2984,3204,"Boys from Brazil, The (1978)",Thriller,204,3.661764705882353
1499,1633,Ulee's Gold (1997),Drama,266,3.661654135338346
1906,2087,Peter Pan (1953),Multiple,594,3.65993265993266
1098,1187,Passion Fish (1992),Drama,147,3.6598639455782314
509,523,Ruby in Paradise (1993),Drama,117,3.658119658119658
873,934,Father of the Bride (1950),Comedy,304,3.6578947368421053
1277,1376,Star Trek IV: The Voyage Home (1986),Multiple,1126,3.6563055062166963
2173,2366,King Kong (1933),Multiple,756,3.6560846560846563
3042,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Multiple,154,3.655844155844156
67,69,Friday (1995),Comedy,319,3.6551724137931036
1126,1216,"Big Blue, The (Le Grand Bleu) (1988)",Multiple,87,3.6551724137931036
3384,3624,Shanghai Noon (2000),Action,791,3.6548672566371683
1397,1516,Children of the Revolution (1996),Comedy,52,3.6538461538461537
3294,3527,Predator (1987),Multiple,1297,3.653816499614495
1779,1959,Out of Africa (1985),Multiple,626,3.6533546325878596
3416,3658,Quatermass and the Pit (1967),Sci-Fi,69,3.652173913043478
2419,2621,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Multiple,69,3.652173913043478
1959,2140,"Dark Crystal, The (1982)",Multiple,710,3.652112676056338
2863,3078,Liberty Heights (1999),Drama,155,3.6516129032258067
24,25,Leaving Las Vegas (1995),Multiple,980,3.6510204081632653
1298,1397,Bastard Out of Carolina (1996),Drama,63,3.6507936507936507
3139,3368,"Big Country, The (1958)",Multiple,63,3.6507936507936507
1602,1758,Dangerous Beauty (1998),Drama,100,3.65
254,261,Little Women (1994),Drama,285,3.6491228070175437
29,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Drama,74,3.6486486486486487
274,281,Nobody's Fool (1994),Drama,233,3.648068669527897
2244,2437,Wilde (1997),Drama,85,3.6470588235294117
1786,1966,Metropolitan (1990),Comedy,198,3.6464646464646466
969,1034,Freeway (1996),Crime,169,3.6449704142011834
840,901,Funny Face (1957),Multiple,174,3.6436781609195403
2886,3102,Jagged Edge (1985),Thriller,244,3.6434426229508197
2972,3189,My Dog Skip (1999),Comedy,300,3.6433333333333335
2558,2763,"Thomas Crown Affair, The (1999)",Multiple,1089,3.6418732782369148
583,597,Pretty Woman (1990),Multiple,1046,3.641491395793499
1206,1298,Pink Floyd - The Wall (1982),Multiple,387,3.640826873385013
1406,1527,"Fifth Element, The (1997)",Multiple,1377,3.6405228758169934
50,52,Mighty Aphrodite (1995),Comedy,431,3.640371229698376
2707,2915,Risky Business (1983),Comedy,852,3.6396713615023475
378,388,Boys Life (1995),Drama,97,3.6391752577319587
2776,2988,Melvin and Howard (1980),Drama,108,3.638888888888889
1787,1967,Labyrinth (1986),Multiple,554,3.637184115523466
3701,3948,Meet the Parents (2000),Comedy,862,3.6357308584686776
1141,1232,Stalker (1979),Multiple,52,3.6346153846153846
70,72,Kicking and Screaming (1995),Multiple,93,3.6344086021505375
370,380,True Lies (1994),Multiple,1400,3.6342857142857143
598,613,Jane Eyre (1996),Multiple,82,3.6341463414634148
874,935,"Band Wagon, The (1953)",Multiple,71,3.6338028169014085
2241,2434,Down in the Delta (1998),Drama,60,3.6333333333333333
112,117,"Young Poisoner's Handbook, The (1995)",Crime,79,3.632911392405063
2951,3167,Carnal Knowledge (1971),Drama,166,3.6325301204819276
3322,3556,"Virgin Suicides, The (1999)",Multiple,328,3.6310975609756095
3359,3599,Anchors Aweigh (1945),Multiple,103,3.6310679611650487
457,471,"Hudsucker Proxy, The (1994)",Multiple,599,3.631051752921536
3398,3639,"Man with the Golden Gun, The (1974)",Action,461,3.629067245119306
2892,3108,"Fisher King, The (1991)",Multiple,945,3.6264550264550266
2634,2841,Stir of Echoes (1999),Thriller,487,3.6262833675564683
3247,3480,Lucas (1986),Drama,155,3.6258064516129034
20,21,Get Shorty (1995),Multiple,1356,3.6238938053097347
1252,1350,"Omen, The (1976)",Horror,409,3.6234718826405867
616,635,"Family Thing, A (1996)",Multiple,77,3.6233766233766236
38,39,Clueless (1995),Multiple,1362,3.6233480176211454
1483,1615,"Edge, The (1997)",Multiple,227,3.6211453744493394
2232,2425,"General, The (1998)",Crime,58,3.6206896551724137
877,938,Gigi (1958),Musical,187,3.620320855614973
2574,2779,Heaven Can Wait (1978),Comedy,345,3.6202898550724636
3051,3275,"Boondock Saints, The (1999)",Multiple,92,3.619565217391304
2397,2596,SLC Punk! (1998),Multiple,139,3.618705035971223
1009,1081,Victor/Victoria (1982),Multiple,434,3.6175115207373274
2937,3153,"7th Voyage of Sinbad, The (1958)",Multiple,258,3.616279069767442
510,524,Rudy (1993),Drama,476,3.615546218487395
684,715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,52,3.6153846153846154
2733,2941,South Pacific (1958),Multiple,280,3.6142857142857143
1097,1186,"Sex, Lies, and Videotape (1989)",Drama,562,3.613879003558719
226,233,Exotica (1994),Drama,235,3.6127659574468085
199,205,Unstrung Heroes (1995),Multiple,85,3.611764705882353
1112,1202,Withnail and I (1987),Comedy,72,3.611111111111111
2246,2439,Affliction (1997),Drama,198,3.611111111111111
960,1025,"Sword in the Stone, The (1963)",Multiple,293,3.6109215017064846
2156,2349,Mona Lisa (1986),Multiple,167,3.6107784431137726
2798,3011,"They Shoot Horses, Don't They? (1969)",Drama,149,3.610738255033557
1094,1183,"English Patient, The (1996)",Multiple,989,3.609706774519717
411,425,Blue Sky (1994),Multiple,105,3.6095238095238096
2046,2236,Simon Birch (1998),Drama,202,3.608910891089109
2041,2231,Rounders (1998),Multiple,345,3.608695652173913
2386,2583,Cookie's Fortune (1999),Mystery,235,3.608510638297872
1877,2058,"Negotiator, The (1998)",Multiple,799,3.6082603254067585
1778,1958,Terms of Endearment (1983),Multiple,530,3.607547169811321
479,493,Menace II Society (1993),Multiple,298,3.6073825503355703
1902,2083,"Muppet Christmas Carol, The (1992)",Multiple,262,3.6068702290076335
487,501,Naked (1993),Drama,94,3.606382978723404
3394,3635,"Spy Who Loved Me, The (1977)",Action,487,3.6057494866529773
1980,2161,"NeverEnding Story, The (1984)",Multiple,699,3.6051502145922747
1247,1345,Carrie (1976),Horror,567,3.6049382716049383
923,986,Fly Away Home (1996),Multiple,232,3.603448275862069
609,627,"Last Supper, The (1995)",Multiple,121,3.603305785123967
1214,1306,Until the End of the World (Bis ans Ende der Welt) (1991),Multiple,136,3.6029411764705883
891,952,Around the World in 80 Days (1956),Multiple,269,3.6022304832713754
2301,2495,"Fantastic Planet, The (La Planète sauvage) (1973)",Multiple,98,3.6020408163265305
1918,2099,Song of the South (1946),Multiple,221,3.6018099547511313
578,592,Batman (1989),Multiple,1431,3.6009783368273935
3029,3253,Wayne's World (1992),Comedy,1120,3.600892857142857
434,448,Fearless (1993),Drama,228,3.6008771929824563
2559,2764,"Thomas Crown Affair, The (1968)",Multiple,280,3.6
1884,2065,"Purple Rose of Cairo, The (1985)",Multiple,479,3.5991649269311066
2003,2184,"Trouble with Harry, The (1955)",Multiple,147,3.598639455782313
2373,2570,"Walk on the Moon, A (1999)",Multiple,102,3.5980392156862746
1904,2085,101 Dalmatians (1961),Multiple,565,3.5964601769911506
1312,1414,Mother (1996),Comedy,168,3.5952380952380953
2250,2443,Playing by Heart (1998),Multiple,126,3.5952380952380953
2178,2371,Fletch (1985),Comedy,599,3.5943238731218696
3599,3844,Steel Magnolias (1989),Drama,408,3.593137254901961
2099,2291,Edward Scissorhands (1990),Multiple,1473,3.5926680244399187
3443,3685,Prizzi's Honor (1985),Multiple,545,3.5926605504587155
2779,2991,Live and Let Die (1973),Action,422,3.5924170616113744
1198,1290,Some Kind of Wonderful (1987),Multiple,230,3.591304347826087
3579,3823,Wonderland (1999),Drama,66,3.590909090909091
2663,2870,Barefoot in the Park (1967),Comedy,193,3.5906735751295336
2109,2301,History of the World: Part I (1981),Comedy,371,3.5902964959568733
2243,2436,Tea with Mussolini (1999),Comedy,122,3.5901639344262297
759,805,"Time to Kill, A (1996)",Drama,344,3.5901162790697674
3185,3417,"Crimson Pirate, The (1952)",Multiple,73,3.589041095890411
145,151,Rob Roy (1995),Multiple,554,3.588447653429603
2230,2423,Christmas Vacation (1989),Comedy,515,3.588349514563107
1476,1608,Air Force One (1997),Multiple,1076,3.5882899628252787
952,1017,Swiss Family Robinson (1960),Multiple,276,3.5869565217391304
1194,1286,Somewhere in Time (1980),Multiple,285,3.585964912280702
3458,3700,"Brother from Another Planet, The (1984)",Multiple,246,3.5853658536585367
1574,1721,Titanic (1997),Multiple,1546,3.5834411384217333
1044,1120,"People vs. Larry Flynt, The (1996)",Drama,456,3.5833333333333335
2001,2182,"Wrong Man, The (1956)",Multiple,98,3.5816326530612246
3680,3927,Fantastic Voyage (1966),Multiple,348,3.5804597701149423
2870,3086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),Comedy,81,3.580246913580247
3243,3476,Jacob's Ladder (1990),Multiple,667,3.578710644677661
1281,1380,Grease (1978),Multiple,817,3.5777233782129745
1305,1407,Scream (1996),Multiple,886,3.5756207674943568
902,963,"Inspector General, The (1949)",Musical,54,3.574074074074074
2210,2403,First Blood (1982),Action,397,3.5717884130982367
2201,2394,"Prince of Egypt, The (1998)",Multiple,579,3.5716753022452505
3078,3304,Blue Collar (1978),Multiple,56,3.5714285714285716
915,976,"Farewell to Arms, A (1932)",Multiple,56,3.5714285714285716
3484,3726,Assault on Precinct 13 (1976),Multiple,98,3.5714285714285716
273,280,Murder in the First (1995),Multiple,212,3.5707547169811322
3520,3763,F/X (1986),Multiple,701,3.570613409415121
1535,1672,"Rainmaker, The (1997)",Drama,321,3.5700934579439254
728,766,I Shot Andy Warhol (1996),Drama,100,3.57
165,171,Jeffrey (1995),Comedy,93,3.5698924731182795
1523,1660,Eve's Bayou (1997),Drama,179,3.569832402234637
1993,2174,Beetlejuice (1988),Multiple,1495,3.5678929765886287
2000,2181,Marnie (1964),Thriller,118,3.5677966101694913
1203,1295,"Unbearable Lightness of Being, The (1988)",Drama,266,3.5676691729323307
158,164,Devil in a Blue Dress (1995),Multiple,379,3.5672823218997363
508,522,Romper Stomper (1992),Multiple,83,3.566265060240964
2082,2273,Rush Hour (1998),Multiple,627,3.5661881977671452
2615,2820,Hamlet (1964),Drama,53,3.5660377358490565
948,1013,"Parent Trap, The (1961)",Multiple,258,3.565891472868217
367,377,Speed (1994),Multiple,1650,3.5654545454545454
1992,2173,"Navigator: A Mediaeval Odyssey, The (1988)",Multiple,110,3.5636363636363635
1240,1337,"Body Snatcher, The (1945)",Horror,64,3.5625
1826,2006,"Mask of Zorro, The (1998)",Multiple,983,3.5615462868769074
159,165,Die Hard: With a Vengeance (1995),Multiple,825,3.561212121212121
150,156,Blue in the Face (1995),Comedy,66,3.5606060606060606
2993,3213,Batman: Mask of the Phantasm (1993),Multiple,232,3.560344827586207
398,412,"Age of Innocence, The (1993)",Drama,295,3.559322033898305
989,1057,Everyone Says I Love You (1996),Multiple,274,3.5583941605839415
1637,1810,Primary Colors (1998),Drama,353,3.558073654390935
3569,3812,Everything You Always Wanted to Know About Sex (1972),Comedy,285,3.557894736842105
3549,3792,Duel in the Sun (1946),Western,72,3.5555555555555554
1685,1865,Wild Man Blues (1998),Documentary,54,3.5555555555555554
3142,3372,"Bridge at Remagen, The (1969)",Multiple,56,3.5535714285714284
626,647,Courage Under Fire (1996),Multiple,441,3.5532879818594103
2155,2348,Sid and Nancy (1986),Drama,304,3.5526315789473686
993,1061,Sleepers (1996),Multiple,374,3.550802139037433
2525,2730,Barry Lyndon (1975),Drama,169,3.5502958579881656
136,141,"Birdcage, The (1996)",Comedy,682,3.5498533724340176
2676,2883,Mumford (1999),Comedy,277,3.5487364620938626
3233,3466,Heart and Souls (1993),Multiple,219,3.547945205479452
174,180,Mallrats (1995),Comedy,451,3.5476718403547673
440,454,"Firm, The (1993)",Multiple,824,3.5473300970873787
215,222,Circle of Friends (1995),Multiple,329,3.547112462006079
2692,2899,Gulliver's Travels (1939),Multiple,117,3.547008547008547
595,610,Heavy Metal (1981),Multiple,618,3.546925566343042
3268,3501,Murphy's Romance (1985),Multiple,269,3.546468401486989
1821,2001,Lethal Weapon 2 (1989),Multiple,1011,3.5450049455984174
13,14,Nixon (1995),Drama,153,3.542483660130719
380,390,Faster Pussycat! Kill! Kill! (1965),Multiple,59,3.542372881355932
1418,1542,Brassed Off (1996),Multiple,238,3.542016806722689
1020,1092,Basic Instinct (1992),Multiple,751,3.5419440745672435
1271,1370,Die Hard 2 (1990),Multiple,1135,3.541850220264317
141,147,"Basketball Diaries, The (1995)",Drama,181,3.541436464088398
9,10,GoldenEye (1995),Multiple,888,3.5405405405405403
2818,3032,"Omega Man, The (1971)",Sci-Fi,224,3.5401785714285716
988,1056,Jude (1996),Drama,50,3.54
3321,3555,U-571 (2000),Multiple,908,3.539647577092511
2305,2499,God Said 'Ha!' (1998),Comedy,52,3.5384615384615383
2214,2407,Cocoon (1985),Multiple,1006,3.5377733598409544
2431,2633,"Mummy, The (1932)",Multiple,162,3.537037037037037
1856,2037,Candleshoe (1977),Multiple,54,3.537037037037037
2438,2640,Superman (1978),Multiple,1222,3.536824877250409
500,514,"Ref, The (1994)",Comedy,346,3.531791907514451
1842,2022,"Last Temptation of Christ, The (1988)",Drama,254,3.531496062992126
1011,1083,"Great Race, The (1965)",Multiple,164,3.5304878048780486
2902,3118,Tumbleweeds (1999),Drama,66,3.5303030303030303
25,26,Othello (1995),Drama,100,3.53
3101,3327,Beyond the Mat (2000),Documentary,134,3.529850746268657
468,482,Killing Zoe (1994),Thriller,176,3.528409090909091
2086,2278,Ronin (1998),Multiple,806,3.5272952853598016
262,269,My Crazy Life (Mi vida loca) (1993),Drama,55,3.5272727272727273
101,104,Happy Gilmore (1996),Comedy,682,3.526392961876833
336,346,Backbeat (1993),Multiple,120,3.525
246,253,Interview with the Vampire (1994),Multiple,738,3.524390243902439
358,368,Maverick (1994),Multiple,802,3.5236907730673317
928,991,Michael Collins (1996),Multiple,170,3.523529411764706
493,507,"Perfect World, A (1993)",Multiple,308,3.522727272727273
2667,2874,"Pajama Game, The (1957)",Comedy,67,3.5223880597014925
1985,2166,Return to Paradise (1998),Multiple,144,3.5208333333333335
2090,2282,Pecker (1998),Multiple,316,3.518987341772152
1829,2009,Soylent Green (1973),Multiple,422,3.518957345971564
2865,3081,Sleepy Hollow (1999),Multiple,1066,3.516885553470919
2596,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Multiple,91,3.5164835164835164
2991,3211,"Cry in the Dark, A (1988)",Drama,66,3.515151515151515
2909,3125,"End of the Affair, The (1999)",Drama,200,3.515
2569,2774,Better Than Chocolate (1999),Multiple,68,3.514705882352941
2177,2370,"Emerald Forest, The (1985)",Multiple,142,3.5140845070422535
1690,1870,"Dancer, Texas Pop. 81 (1998)",Multiple,72,3.513888888888889
2953,3169,"Falcon and the Snowman, The (1984)",Drama,253,3.513833992094862
805,861,Supercop (1992),Multiple,273,3.5128205128205128
3668,3915,Girlfight (2000),Drama,127,3.5118110236220472
3269,3502,My Life (1993),Drama,88,3.5113636363636362
737,780,Independence Day (ID4) (1996),Multiple,1730,3.5104046242774567
2050,2240,My Bodyguard (1980),Drama,238,3.508403361344538
1101,1190,Tie Me Up! Tie Me Down! (1990),Drama,132,3.507575757575758
1301,1401,Ghosts of Mississippi (1996),Drama,162,3.506172839506173
2296,2490,Payback (1999),Multiple,773,3.5058214747736094
1736,1916,Buffalo 66 (1998),Multiple,354,3.505649717514124
2502,2707,Arlington Road (1999),Thriller,634,3.504731861198738
2577,2782,Pit and the Pendulum (1961),Horror,107,3.5046728971962615
3167,3398,"Muppets Take Manhattan, The (1984)",Multiple,341,3.504398826979472
1717,1897,High Art (1998),Multiple,133,3.5037593984962405
2959,3176,"Talented Mr. Ripley, The (1999)",Multiple,1331,3.503380916604057
1551,1688,Anastasia (1997),Multiple,304,3.5032894736842106
1559,1699,"Butcher Boy, The (1998)",Drama,155,3.503225806451613
2354,2550,"Haunting, The (1963)",Multiple,183,3.5027322404371586
3647,3893,Nurse Betty (2000),Multiple,559,3.5026833631484795
323,333,Tommy Boy (1995),Comedy,410,3.502439024390244
2777,2989,For Your Eyes Only (1981),Action,425,3.501176470588235
1533,1670,Welcome To Sarajevo (1997),Multiple,82,3.5
235,242,Farinelli: il castrato (1994),Multiple,80,3.5
2731,2939,Niagara (1953),Multiple,52,3.5
222,229,Death and the Maiden (1994),Multiple,108,3.5
3657,3903,Urbania (2000),Drama,52,3.5
1371,1485,Liar Liar (1997),Comedy,666,3.5
329,339,While You Were Sleeping (1995),Multiple,673,3.49925705794948
1825,2005,"Goonies, The (1985)",Multiple,716,3.4972067039106145
756,802,Phenomenon (1996),Multiple,427,3.496487119437939
573,587,Ghost (1990),Multiple,1124,3.49644128113879
2012,2193,Willow (1988),Multiple,802,3.4962593516209477
1867,2048,"Great Mouse Detective, The (1986)",Multiple,131,3.49618320610687
798,851,Basquiat (1996),Drama,127,3.4960629921259843
2832,3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",Multiple,85,3.4941176470588236
1896,2077,"Journey of Natty Gann, The (1985)",Multiple,154,3.4935064935064934
1729,1909,"X-Files: Fight the Future, The (1998)",Multiple,996,3.4929718875502007
1355,1465,Rosewood (1997),Drama,126,3.492063492063492
2684,2891,"Happy, Texas (1999)",Comedy,185,3.4918918918918918
2548,2753,"Bedroom Window, The (1987)",Thriller,57,3.491228070175439
492,506,Orlando (1993),Drama,114,3.491228070175439
3492,3734,Prince of the City (1981),Drama,57,3.491228070175439
307,316,Stargate (1994),Multiple,1116,3.490143369175627
1613,1777,"Wedding Singer, The (1998)",Multiple,909,3.4895489548954894
1593,1747,Wag the Dog (1997),Multiple,907,3.4895259095920617
1931,2112,Grand Canyon (1991),Multiple,346,3.4884393063583814
1916,2097,Something Wicked This Way Comes (1983),Multiple,213,3.488262910798122
1364,1476,Private Parts (1997),Multiple,499,3.4869739478957915
1724,1904,Henry Fool (1997),Multiple,113,3.4867256637168142
1176,1268,Pump Up the Volume (1990),Drama,317,3.4858044164037856
1249,1347,"Nightmare on Elm Street, A (1984)",Horror,451,3.4855875831485585
403,417,Barcelona (1994),Multiple,208,3.485576923076923
1413,1535,Love! Valour! Compassion! (1997),Multiple,103,3.4854368932038833
2957,3174,Man on the Moon (1999),Multiple,874,3.48512585812357
981,1047,"Long Kiss Goodnight, The (1996)",Multiple,434,3.4838709677419355
2102,2294,Antz (1998),Multiple,645,3.483720930232558
3037,3261,Singles (1992),Multiple,429,3.4825174825174825
3517,3760,"Kentucky Fried Movie, The (1977)",Comedy,305,3.481967213114754
977,1042,That Thing You Do! (1996),Comedy,528,3.481060606060606
966,1031,Bedknobs and Broomsticks (1971),Multiple,319,3.479623824451411
1978,2159,Henry: Portrait of a Serial Killer (1990),Multiple,219,3.4794520547945207
780,832,Ransom (1996),Multiple,564,3.478723404255319
2871,3087,Scrooged (1988),Comedy,516,3.4786821705426356
742,785,Kingpin (1996),Comedy,765,3.4784313725490197
1430,1554,"Pillow Book, The (1995)",Multiple,138,3.4782608695652173
2969,3186,"Girl, Interrupted (1999)",Drama,431,3.4779582366589326
169,175,Kids (1995),Drama,220,3.477272727272727
1986,2167,Blade (1998),Multiple,809,3.477132262051916
785,837,Matilda (1996),Multiple,218,3.477064220183486
3387,3627,Carnival of Souls (1962),Multiple,107,3.4766355140186915
1105,1194,Up in Smoke (1978),Comedy,212,3.4764150943396226
2805,3018,Re-Animator (1985),Horror,248,3.475806451612903
2721,2929,Reds (1981),Drama,215,3.474418604651163
1511,1648,"House of Yes, The (1997)",Multiple,194,3.4742268041237114
1909,2090,"Rescuers, The (1977)",Multiple,249,3.4738955823293174
2323,2518,Night Shift (1982),Comedy,294,3.4727891156462585
3700,3947,Get Carter (1971),Thriller,55,3.4727272727272727
629,650,Moll Flanders (1996),Drama,89,3.4719101123595504
3296,3529,"Postman Always Rings Twice, The (1981)",Multiple,155,3.470967741935484
3527,3770,Dreamscape (1984),Multiple,338,3.470414201183432
2333,2528,Logan's Run (1976),Multiple,626,3.4696485623003195
2042,2232,Cube (1997),Multiple,233,3.467811158798283
3434,3676,Eraserhead (1977),Multiple,199,3.4673366834170856
463,477,What's Love Got to Do with It? (1993),Drama,195,3.466666666666667
1865,2046,Flight of the Navigator (1986),Multiple,536,3.466417910447761
1052,1129,Escape from New York (1981),Multiple,884,3.4649321266968327
639,661,James and the Giant Peach (1996),Multiple,525,3.4647619047619047
2672,2879,Operation Condor (Feiying gaiwak) (1990),Multiple,164,3.4634146341463414
3392,3633,On Her Majesty's Secret Service (1969),Action,353,3.461756373937677
3457,3699,Starman (1984),Multiple,865,3.461271676300578
2270,2463,Ruthless People (1986),Comedy,475,3.4610526315789474
2281,2474,"Color of Money, The (1986)",Drama,343,3.4606413994169096
96,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,50,3.46
3072,3298,Boiler Room (2000),Drama,590,3.4593220338983053
2673,2880,Operation Condor 2 (Longxiong hudi) (1990),Multiple,72,3.4583333333333335
3358,3598,Hamlet (2000),Drama,179,3.458100558659218
157,163,Desperado (1995),Multiple,540,3.4574074074074073
2533,2738,Crimes of the Heart (1986),Multiple,79,3.4556962025316458
2081,2272,One True Thing (1998),Drama,112,3.455357142857143
1833,2013,"Poseidon Adventure, The (1972)",Multiple,622,3.454983922829582
3270,3503,Solaris (Solyaris) (1972),Multiple,143,3.4545454545454546
1864,2045,"Far Off Place, A (1993)",Multiple,55,3.4545454545454546
3496,3738,"Sugarland Express, The (1974)",Drama,77,3.4545454545454546
3320,3554,Love and Basketball (2000),Multiple,119,3.453781512605042
223,230,Dolores Claiborne (1994),Multiple,349,3.4527220630372493
1835,2015,"Absent Minded Professor, The (1961)",Multiple,380,3.4526315789473685
2807,3020,Falling Down (1993),Multiple,524,3.4522900763358777
3173,3404,Titanic (1953),Multiple,219,3.452054794520548
2773,2985,Robocop (1987),Multiple,1229,3.451586655817738
2912,3128,"Map of the World, A (1999)",Drama,51,3.450980392156863
66,68,French Twist (Gazon maudit) (1995),Multiple,60,3.45
968,1033,"Fox and the Hound, The (1981)",Multiple,287,3.4494773519163764
42,43,Restoration (1995),Drama,166,3.4457831325301207
560,574,Spanking the Monkey (1994),Multiple,175,3.4457142857142857
1633,1805,Wild Things (1998),Multiple,626,3.4456869009584663
343,353,"Crow, The (1994)",Multiple,734,3.4455040871934606
1336,1441,Benny & Joon (1993),Multiple,481,3.444906444906445
108,112,Rumble in the Bronx (1995),Multiple,570,3.443859649122807
1575,1722,Tomorrow Never Dies (1997),Multiple,862,3.4419953596287702
3681,3928,Abbott and Costello Meet Frankenstein (1948),Multiple,206,3.441747572815534
2891,3107,Backdraft (1991),Multiple,869,3.440736478711162
2262,2455,"Fly, The (1986)",Multiple,1071,3.4407096171802056
2095,2287,Them! (1954),Multiple,280,3.4392857142857145
795,848,"Spitfire Grill, The (1996)",Drama,156,3.4358974358974357
1508,1645,"Devil's Advocate, The (1997)",Multiple,826,3.4358353510895885
3402,3643,"Fighting Seabees, The (1944)",Multiple,101,3.4356435643564356
2531,2736,Brighton Beach Memoirs (1986),Comedy,225,3.4355555555555557
2682,2889,"Mystery, Alaska (1999)",Comedy,287,3.4355400696864113
1703,1883,Bulworth (1998),Comedy,664,3.4352409638554215
2660,2867,Fright Night (1985),Multiple,306,3.434640522875817
678,708,"Truth About Cats & Dogs, The (1996)",Multiple,679,3.434462444771723
627,648,Mission: Impossible (1996),Multiple,1527,3.432874918140144
2088,2280,Clay Pigeons (1998),Crime,125,3.432
835,896,Wild Reeds (1994),Drama,51,3.4313725490196076
3316,3550,"Hunger, The (1983)",Horror,160,3.43125
1919,2100,Splash (1984),Multiple,1163,3.4307824591573515
1625,1794,Love and Death on Long Island (1997),Multiple,151,3.4304635761589406
3140,3370,Betrayed (1988),Multiple,86,3.4302325581395348
2784,2996,Music of the Heart (1999),Drama,133,3.4285714285714284
1960,2141,"American Tail, An (1986)",Multiple,404,3.4282178217821784
